"Word","Part_of_Speech","Etymology","Definition","Examples_and_Notes","Source_Page"
"Khaṭnu","v.t. re.","","To earn, to gain, to work.","pre. par. Khaṭḍā. pas. par. Khaṭu-huṇḍu.","77"
"Khaṭia or khaṭīró","c.p.","","Having earned, gained or worked.","Proverb: 'Khāṭā paisā Rāje rā, jágā beṭā Jíun rā' - 'The money earned is for the Rājā, and a son is born for the lord of death.'","78"
"Khaṭwāṇu","v.t. re.","","To cause or allow to earn.","f. -ī, pl. -é.","78"
"Khaṭṭnu","v.t. re.","","To amass, to gather.","f. -ī, pl. -é.","78"
"Khātr-twajāh","n.f.","(P. khātir-tawāzuh)","Hospitality, a warm reception.","hoṇī, v.s. ir. To be received with great kindness. -karnī or -lānī, v.t. ir. and re. To offer one's reception.","78"
"Khattar","adj.","","71.","-wāň, m. -wīň, f. -weň, pl. Seventy-first.","78"
"Khāṭu or -ā","adj. m.","(H. khaṭṭā)","Acid, sour.","f. -ī, pl. -é.","78"
"Khauhrām","n.m.","(H. khurahrā)","A currycomb.","-lāṇā, v.t. re. To currycomb.","78"
"Khaul","n.m.","","See Khal.","","78"
"Khauljā","n.m.","","See Khaljā.","","78"
"Khaur","n.m.","","See Khar.","","78"
"Khaurā or -ā","adj. m.","","(1) Clean. (2) Hairless.","f. -ī, pl. -é.","78"
"Khaush","n.m.","","See Khash.","","78"
"Khāwṇī","n.f.","(fr. khāṇu to eat)","An oath or a curse.","'Teso mān khe khāwṇī ditī' - 'She cursed me.'","78"
"Khbār","n.m.","(P. akhbār)","Newspaper.","","78"
"Khbānī","n.f.","","See Khobānī.","","78"
"Khdernu","v.t. re.","","To drive off, to hunt.","f. -ī, pl. -é.","78"
"Khe","n.f.","","Excrement, ordure. Also an affix added to nouns.","khāṇī, v.i. re. To curse. Teso-khe: for her. Hāmo-khe: for us. Tan-khe: for you.","78"
"Khé'ch, khét","n.m.","(H. khet)","A field, land.","","78"
"Khechī or khetī","n.f.","","Cultivation.","-karnī, v.t. ir. To cultivate.","78"
"Khedāwṇu","v.t. re.","","To cause or allow to drive or hunt.","f. -ī, pl. -é.","78"
"Khedī-deṇu","v.t. ir.","","To cause or allow to drive or hunt.","","78"
"Khednu","v.t. re.","","To drive, to hunt.","f. -ī, pl. -é.","78"
"Kheṛ","n.f.","","See Khé.","","78"
"Khél","n.f.","","A sept, a clan.","","78"
"Khé'l","n.m.","(H.)","(1) A play. (2) A fair at which archery is practised.","","78"
"Khelāṛī","n.m.","(H.)","One who plays, a player.","","78"
"Khelnu","v.i. re.","","To play, to sport.","","78"
"Khelwāṛ","n.m.","","A plaything.","","78"
"Khép","n.f.","","Cargo, assortment.","","78"
"Kheshṛī","n.f.","","A piece of cloth worn between the legs.","(H. langoṭī).","78"
"Khét","n.m.","(H.)","See Khé'ch.","","78"
"Khetī-bāṛī","n.f.","(H.)","Cultivation.","","78"
"Khetṛī","n.f.","","An allotment of land made to a mahṛ.","(Bilāspūr).","78"
"Khetrū","n.m.","","See Bethū.","(Bashahr, Jubbal, Kumhārsain).","78"
"Khichhṛī, khichṛu","n.m. and f.","(H.)","A dish of pulse and rice boiled together.","-hoṇī or -hoṇu, v.i. ir. To be mixed together.","78"
"Khīj","n.f.","","Displeasure.","-khāṇī, v.s. ir. To be angry or displeased. -āwṇī, v.i. re. To become angry. -sauṇ-nī, v.i. re. To incur anyone's indignation or displeasure.","79"
"Khījnu","v.t. and i. re.","","(1) To be angry, to be displeased. (2) To become weak.","","79"
"Khil","n.f. pl.","","Swollen parched rice.","-banāwṇī, v.t. re. To parch swollen grain.","pl. -o.","79"
"Khilāṛī","n.m.","","See Khelāṛī.","","79"
"Khiṇḍāwṇu","v.t. re.","","To cause or allow to spill.","f. -ī, pl. -é.","79"
"Khiṇḍdā","pre. par.","","Spilling.","f. -ī, pl. -é.","79"
"Khiṇḍia or khiṇḍró","c.p.","","Having spilt or scattered.","","79"
"Khiṇḍi-jāṇu","v.s. ir.","","To be spilt or scattered.","f. -ī, pl. -é.","79"
"Khiṇḍnu","v.t. re.","","To spill, to scatter.","f. -ī, pl. -é.","79"
"Khiṇḍṛī","n.f.","","A quilt; an old quilt.","","79"
"Khiṇḍtā or -u","n.m.","","A small quilt.","f. -ī, pl. -é.","79"
"Khiṇḍu-huṇḍu or -ā","pas. par.","","Spilt, scattered.","f. -ī, pl. -é.","79"
"Khiṅkhāb","n.m.","(P. kamkhwāb)","A kind of laced silk.","(made in Benares).","79"
"Khiṅlā","n.m.","","A hoe.","","79"
"Khīr","n.f.","(H.)","A dish of rice boiled in milk.","","79"
"Khīrā","n.m.","(H.)","A cucumber.","See Kākṛī.","79"
"Khir-khirā-wé","adv.","","Aloud.","-hāsṇu, v.i. re. To laugh aloud.","79"
"Khis","n.f.","","Breaking wind.","-chhūṭṇī, v.i. re. To break wind.","79"
"Khisā","n.m.","","See Gūjā.","","79"
"Khīz","n.f.","","See Khīj.","","79"
"Khjīnā","n.m.","(P. khazāna)","Treasure, riches, wealth.","","79"
"Khlāī","n.f.","","A nurse.","","79"
"Khlaiṇ","n.m.","","A farmyard.","(Also khlwāṛā).","79"
"Khlāṇu","v.t. re.","","To cause or allow to melt.","f. -ī, pl. -é.","79"
"Khlāwā","n.m.","","One who looks after a chief's stable.","","79"
"Khlwāṛā","n.m.","","See Khlaiṇ.","","79"
"Khmār","n.m.","","See Kmhār.","","79"
"Khobānī","n.f.","","Apricot.","","79"
"Khoṇu","v.t. re.","","To dig, to excavate.","pre. par. Khodāḍā. c.p. Khodia or khodīró. pas. par. Khodu-huṇḍu.","79"
"Khoh","n.f.","(P.)","A big pit.","","79"
"Kho'j","n.m.","","Trace.","-lāṇā, v.t. re. To trace.","79"
"Khojnu","v.t. re.","","To trace, to seek, to search.","pre. par. Khojdā. c.p. Khojia or khojīró. pas. par. Khoju-huṇḍu.","79"
"Kholnu","v.t. re.","","To open, to release, to set free.","pre. par. Kholdā. c.p. Kholia or kholró. pas. par. Kholu-huṇḍu.","79"
"Khoṇu","v.t. re.","(H. khonā)","To spoil, to make unfit.","pre. par. Khoṇḍā. c.p. Khoia or khoiró. pas. par. Khou-huṇḍu.","79"
"Khopā","n.m.","","See Garī.","","80"
"Khoṛ","n.m. pl.","","Walnuts.","-khelṇī, v.i. re. To play with walnuts. -jhāṛne, v.t. re. To pluck walnuts.","80"
"Khoṛā or -u","adj. m.","","Lame.","f. -ī, pl. -é. -hoṇā, v.s. ir. To become lame. -karnā, v.t. ir. To make one lame.","80"
"Khoṭ","n.m.","","Defect, imperfection, fault.","-lāgnā, v.a. re. To be afflicted with an imperfection (from a deity). -lāṇā, v.a. re. To blame. -ṭhāṇā, v.a. re. To set one free from an imperfection.","80"
"Khoṭā or -u","adj. m.","(H.)","Wicked, imperfect, faulty.","f. -ī, pl. -é.","80"
"Khoṭā","n.m.","(H.)","An ass.","","80"
"Khotr","n.m.","","A pit, a hole.","-paṛnā, v.i. ir. To look like a hole. -pāṇā, v.t. re. To make a hole.","80"
"Khoṭrī","n.f.","","A hole, for playing a game with walnuts.","-khelṇī, v.i. re. To play at throwing walnuts into a hole.","80"
"Khoṇwāṇu","v.i. re.","","To be spoilt, to be unfit.","f. -ī, pl. -é.","80"
"Khowā","n.m.","(H.)","(1) The substance obtained by boiling milk. (2) c.p. Spoiled, made unfit.","","80"
"Khowāṇu","v.t. re.","","To cause or allow to spoil.","f. -ī, pl. -é.","80"
"Khowī-jāṇu","v.s. ir.","","To be spoiled.","f. -ī, pl. -é.","80"
"Khrāb","adj.","(P. kharāb)","Bad, wicked.","","80"
"Khrābā","n.m.","(P. kharābā)","Ruin, destruction.","","80"
"Khrābī","n.f.","(P. kharābī)","Difficulty.","-hoṇī, v.s. ir. To be difficult.","80"
"Khrād","n.m.","(H. kharād)","A lathe.","-o-da-lāṇā, v.t. re. To sharpen by turning on a lathe.","80"
"Khrādī","n.m.","","A turner on a lathe.","","80"
"Khrādṇu","v.t. re.","(H. kharādnā)","To turn on a lathe.","","80"
"Khraiṇ","n.f.","","A festival observed by the Kanets in Māgh. It is a ceremony just like a jāgrā, the only difference being that the deity returns the same day to its temple.","","80"
"Khraṛnu","v.a.t. re.","","To dig, to excavate.","f. -ī, pl. -é.","80"
"Khréhaṇ","n.f.","","A sling used for throwing small stones to frighten monkeys off the crops.","-bāṇī or -bahṇī, v.a. re. To sling a stone.","80"
"Khrīchnu","v.t. re.","","To erase, to excoriate.","","80"
"Khrīd","n.f.","(P. kharīd)","Buying, a purchase.","","80"
"Khrīdār","n.m.","(P. kharīd-dār)","A purchaser, one who buys.","","80"
"Khrīdī-deṇu","v.t. ir.","","To have purchased.","f. -ī, pl. -é.","80"
"Khrīdṇu","v.a.t. re.","(P. kharīdnā)","To purchase, buy.","","80"
"Khryūṇṭh","n.m.","","The uppermost storey of a house.","","80"
"Khud or khudd","n.m.","","A roof of mud; the mud-roof (of a house).","","80"
"Khud","adv.","(P. khud)","Self.","'Se khud bolo thī' - 'He himself said.'","80"
"Khudd","n.f.","","See Khud.","","81"
"Khulāwṇu","v.t. re.","","See Kholāwṇu.","","81"
"Khuljā","n.m.","","Leaf of a door.","","81"
"Khulnu","v.i. re.","","To be opened.","f. -ī, pl. -é.","81"
"Khulū or -ā","adj. m.","","Loosened, light.","f. -ī, pl. -é.","81"
"Khuṇḍā","n.m.","","A wooden peg to fasten cattle in.","","81"
"Khuṇḍī","n.f.","","A stick for playing ball.","","81"
"Khuṇḍū or -ā","adj. m.","","Blunt.","f. -ī, pl. -é.","81"
"Khuṅg","n.f.","","Cough.","-hoṇī, v.s. ir. To suffer from cough.","81"
"Khuṅgṇu","v.i. re.","","To cough.","","81"
"Khur","n.m.","(H.)","Hoof.","","81"
"Khurchṇu","v.a. re.","","To scratch, to erase.","f. -ī, pl. -é.","81"
"Khurkṇu","v.s. re.","","To itch.","","81"
"Khuṛ","n.f. pl. and sing.","","Legs.","","81"
"Khuṛā","n.m. pl.","","Feet.","-lāṇī, v.t. re. To hold one's legs.","81"
"Khuṛū","n.m. pl.","","Small feet.","","81"
"Khwās","n.f.","","A concubine.","","81"
"Khwé'r","n.m.","","Offering butter to a godling.","","81"
"Khyāl","n.m.","(P. khiyāl)","A thought.","-karnā, v.t. re. To imagine.","81"
"Khyāwṇu","v.t. re.","","To cause or allow to eat.","f. -ī, pl. -é.","81"
"Ki","conj.","","Either...or.","'Ki sé delá, ki āň delá' - 'Either he or I will go.'","81"
"Kīṛnu","v.t. re.","","To rot.","-ū-huṇḍu or -ā, adj. m. Rotten.","81"
"Kīl","n.f.","","A long kind of basket.","Also kelṭā.","81"
"Kīl","n.f.","(H.)","A nail.","","81"
"Kilāṇde","adv.","","Why?","(Bashāhr) 'Tū kilāṇde ni āyā?' - 'Why did not you come?'","81"
"Kīlnu","v.t. re.","","To stake, to pin.","f. -ī, pl. -é.","81"
"Kilṭā","n.m.","","A long kind of basket for carrying loads.","","81"
"Kīmū","n.m.","","Mulberry.","-rā-ḍā'l, n.m. A mulberry tree.","81"
"Kiṇḍā, Kiṇḍu","adv. m.","","Where?","f. -ī, pl. -é.","81"
"Kinu","adv.","","How?","(Bashahr).","81"
"Kiṅyāň","v. pst.","","Did.","f. -ī, pl. -é.","81"
"Kin-yiṅ","pro.","","See Kéň-yiň.","v. pt. f. Did.","81"
"Kishu?","adv.","","(1) How? (2) What kind of?","adj. m., f. -ī, pl. -é.","81"
"Kiskā or -u","adv. m.","","To which side.","f. -ī, pl. -é.","81"
"Kjéwṇu","v.i. re.","","To cause or allow to rot.","f. -ī, pl. -é.","81"
"Kjyūwṭū","n.m.","","See Khairū.","","81"
"Klāwṇu","v.t. re.","","To blacken.","f. -ī, pl. -é.","81"
"Kmhār","n.m.","(S. Kumbhakāra)","A potter.","","81"
"Kmārg","n.m.","(S. Kumārga)","A wrongful act.","-lāṇu, v.t. re. To act wrongfully.","81"
"Knyāz","n.m.","","A hue and cry, a noise.","-pāṇā, v.i. ir. To make a noise.","81"
"Kochī","n.f.","","The name of a dialect spoken in Bashāhr.","'Asīnā kīnu chapro?' - 'How do you say so?'","81"
"Kodā","n.m.","(S. Kodrava)","A species of grass eaten by the poorer people (Paspalum kora).","","82"
"Kodā","n.m.","","The navel.","","82"
"Koilā","n.f.","(S. Kokila)","The blackbird.","","82"
"Kol","n.m. pl.","","A kind of pulse or bean (Dolichos catjang).","","82"
"Kolaṇ","n.f.","","A low-caste woman or the wife of a Kolī.","","82"
"Kolī","n.m.","","A low-caste man of Dāgī of Bashahr.","","82"
"Kolth","n.m. pl.","","A kind of hill pulse (Dolichos biflorus).","","82"
"Kolu-pāṇī","n.m.","(fr. kolth and pāṇī)","A kind of soup made of kolth by boiling, useful for a cold and cough.","","82"
"Koltū","n.m.","","The son of a Kolī.","-ī, f. The daughter of a Kolī.","82"
"Koṅkaṇ","n.m. pl.","","Weevils.","-lāgne, v.s. re. To be eaten by weevils.","82"
"Konā","n.m.","(H. konā)","A corner.","","82"
"Koṇḍ, kauṇḍ","n.m.","","A big silver cylinder used to carry the village deity in when taking him to some other village.","","82"
"Kop","n.m.","(S. Kopa)","Anger, indignation.","-karnā, v.i. ir. To be angry.","82"
"Kor","n.f.","","A bribe.","'Mūuṅ kā kor khāṛā?' - 'Have I accepted a bribe?'. -deṇā, v.t. re. To give a bribe. -khāṇī or -lāṇī, v.t. re. To accept a bribe. (Syn. bishṭāṅg).","82"
"Korā, -u","adj. m.","","Plain, unused.","f. -ī, pl. -é.","82"
"Korh","n.m.","(S. Kushṭha)","Leprosy.","-lāgnu, v.s. re. To suffer from leprosy.","82"
"Koṛhī","n.m. and f.","","A leper, one who suffers from leprosy.","","82"
"Korī-pīrīt","n.f.","","One-sided love, unrequited affection.","","82"
"Koṭ","n.m.","","(1) A fortress. (2) A coat.","","82"
"Koṭhā","n.m.","","A granary.","(Bashāhr).","82"
"Koṭhī","n.f.","","(1) A bungalow. (2) A granary into which revenue in kind was paid (Kullu, Suket, Kumhārsain and Mandi). (3) A group of hamlets.","","82"
"Koṭwālā","n.m.","(H. koṭwāl)","(1) A treasurer, called Bhdārī in the Simla hills. (2) A storekeeper (Maṇḍī, Suket and Bashahr).","82"
"Kotṛu","v.t. re.","","To dig, to excavate.","f. -ī, pl. -é.","82"
"Kpūr","n.m.","(S. Karpūra)","Camphor.","","82"
"Kṛāh","n.m.","(H. kaṛāh)","A large iron vessel for cooking.","","82"
"Krāī","n.f.","","(1) Hardship. (2) An iron cooking vessel.","","82"
"Krail","n.m.","","A kind of tree, the flowers of which are used as a vegetable; a species of ebony (Bauhinia variegata).","Kovidāra in Sanskrit and Kachnār in Hindi.","82"
"Kṛāṅḍā","n.m.","","The cone of Indian corn or maize, as well as its straw.","pl. -é.","82"
"Krār","n.m.","(P. qarār)","An agreement.","-karnā, v.t. ir. To agree.","82"
"Krārā, -u","adj. m.","","Hard or strict.","f. -ī, pl. -é.","82"
"Krāṭ","n.m.","","A kind of bird with a long tail like a jay.","","82"
"Krīṭā","n.m.","(fr. kukrī 'maize' and āṭā 'flour')","Maize-flour.","","82"
"Krauk","n.m.","","See Andār.","","83"
"Kreṅwī","n.f.","","A kind of bird like the jay.","","83"
"Kṛhoṇu","v.t. re.","","To boil, of milk, curds etc.","","83"
"Krīgar","n.m.","(H. kārīgar)","A workman, an artist.","","83"
"Krīgrī","n.f.","(H. kārīgarī)","Workmanship, skill, artistic work.","","83"
"Kroch","n.m.","","A sharp stone fit to pierce.","-lāgnā, v.a. re. To be pierced with a sharp stone.","83"
"Krodh","n.m.","(S. Krodha 'anger')","Anger, indignation.","-hoṇā, v.s. ir. To be enraged, to be indignant or angry. -karṇā, v.i. ir. To be angry.","83"
"Krukhā","adj. m.","","Rough.","f. -ī, pl. -é.","83"
"Kruṅḍā","n.m.","","A kind of shrub bearing black berries.","pl. -é.","83"
"Kruṅḍu","n.m.","","See Kruṅḍā.","","83"
"Ksāī","n.m.","(H. qasāī)","A butcher.","","83"
"Kshātū","n.m.","","See Kashātū.","","83"
"Kshāw","n.m.","","Tightness.","-pāṇā or -deṇā, v.t. re. To tie tightly.","83"
"Kshawṇu","v.t. re.","","To cause or allow to tie.","","83"
"Kshokṛá","n.m.","","The payment of one rupee on agreeing to undertake the oath called dib.","-pāṇā, v.a. re. To pay the sum of one rupee on agreement to take an oath.","83"
"Ktān","adv. pro.","","See Katān.","","83"
"Kthāṛ, kathāṛ or kuthāṛ","n.m.","","A grain box.","","83"
"Kthīrī","n.f.","(fr. H. kāṭh-kī kīṛī)","A kind of long worm, green in colour, with many eyes on its back, found on green plants.","","83"
"Kthishṭ","adj.","","Polluted, unclean.","-hoṇu, v.i. ir. To be polluted.","83"
"Ktīrā","n.m. pl.","","Scissors.","f. -ī. A small kind of scissors. (Also ktīrtu or -ti).","83"
"Ktno-shṭú","n.m.","","A stand for the spindle (taklū).","","83"
"Ktrāwṇu","v.t. re.","","To cause or allow to cut (with scissors).","","83"
"Kū","n.m.","(S. Kūpa, a well)","A well, a pit.","Proverb: 'Mākhe khani kū, Tindā pāi tū.' - 'A well was dug for me, but you are cast into it.' (Used when a complainant is found guilty).","83"
"Kuā","n.m.","(S. Kūpa)","A well (of water).","(Also khūṅ).","83"
"Kūb","n.m.","","A hump, crookedness.","","83"
"Kubrā or -u","adj. m.","","Humpbacked.","f. -ī, pl. -é.","83"
"Kudāl","n.m.","","A large hoe.","-ī, A hoe.","83"
"Kufṭu","n.m.","","A small pond.","","83"
"Kūjó","n.f.","","A kind of white wild rose.","","83"
"Kūkr","n.m.","(S. Kukkura)","A dog.","f. -ī, n.f. A bitch.","83"
"Kukṛā","n.m.","","A cock pheasant.","-ī, n.f. A hen pheasant.","83"
"Kukṛī","n.f.","","Maize, Indian corn.","(Also chhallī).","83"
"Kūl","n.f.","(S. Kulyā)","A stream, a canal or channel.","","83"
"Kumal, kumlī","n.m. and f. pl.","(S. Kuḍmala, a new bud)","Sprouts.","","83"
"Kumbr","n.m.","","A kind of grass bearing some pin-like thorns.","(Also kumr).","83"
"Kumlī","n.f.","","See Kumal.","","84"
"Kumr","n.m.","","See Kumbr.","","84"
"Kūn","n.m. pl.","","See Kón.","","84"
"Kun","pro.","","Who.","Kunie? By whom?","84"
"Kuṇḍ","n.m.","(S. Kuṇḍa)","A pool, a deep hole in a stream.","","84"
"Kuṇḍalī","n.f.","(S.)","A horoscope.","","84"
"Kunié","pro.","","See Kun.","","84"
"Kuň-īň, kuň-yiň","n.m. pl.","","Tribes.","'Ṭhārā-kūňīň', a term for the Kotī State, 'The 18 tribes'.","84"
"Kuṇkā","n.m.","","A grain or seed.","","84"
"Kuṇkā, -u","adj. m.","","Single, one-sided.","f. -ī, pl. -é.","84"
"Kunū","n.m.","","A heap of rice at harvest.","-lāṇā, v.i. re. To heap up the rice harvest.","84"
"Kun-yiň","n.m.","","See Kuň-īň.","","84"
"Kuṛī","n.f.","","A girl, a daughter.","(Bilāspūr, Kāngṛā, Kunihār and Bāghal).","84"
"Kurk","n.m.","","A timber log placed over the joint of the roof of a village deity's temple.","-charhṇā or -lāgnā or -lāṇā, v.i. re. To place a timber log over a temple. This is a grand ceremony with sacrifices and a grand feast.","84"
"Kūt","n.m.","","Revenue.","","84"
"Kuthāṛ","n.m.","","See Kthāṛ.","","84"
"Kūṭṇu","v.t. re.","(H. kūṭnā)","To pound.","f. -ī, pl. -é.","84"
"Kwā, kwé?","adv.","","Why?","","84"
"Kwāṇ","n.f.","","Up-hill, an ascent.","","84"
"Kwashṇu","v.t. re.","","To excite, to move.","f. -ī, pl. -é.","84"
"Kwe","adv.","","See Kwāṇ.","","84"
"Kyūň","pro.","","See Kéň-yiň.","","84"
"Kyārī","n.f.","","See Kairī.","","84"
"Kzāī","adj.","","Quarrelsome.","","84"
"Lā","affix","","An affix added to a verb in the future tense.","'Se de-lā' - 'He will go.'","84"
"Lādku","n.m.","","A ball of woollen thread for making woollen cloth.","","84"
"Laekā","n.m.","(P. alāqah)","Territory.","","84"
"Lāg","n.f.","","(1) Competition. (2) Enmity.","-lāgnī, v.s. re. To prevail (of a disease).","84"
"Lagan-berā","n.m.","","A wedding ceremony.","","84"
"Lagāwṇu","v.t. re.","(H. lagānā)","To apply, to rub.","f. -ī, pl. -é.","84"
